Unnamed: 0,Merged_ID,Region,Dataset,LAT,LONG,SEASON,CRLPARHA,GEN,EDU,SOCCAT,CRARHA,HHMEM,SPRODMR,HIFAG,INFRCR,DISMR,SOPER,SOILTEX,DCLASS,PCRR,PCRRB,SDATE,SDATE_rel,TDATE,TDATE_rel,HDATE,VARTYPE,EST_line,EST_binary,SRATEHA,IRRIAVA,IRRINU,WSEV,INSEV,DISEV,DRSEV,FLSEV,LOD,TOTSSP,TOTTSP,TOTMOP,TOTGYP,TOTBOR,TOTZNSO4,Organic_fert_kg_plot,N_in_NPK,N_in_NPKS,N_in_BOFERT,N_in_FTDOFERT,N_in_STDOFERT,N_in_TTDOFERT,BUREA,FTDUREA,FTDUREADY,STDUREA,STDUREADY,TTDUREA,TTDUREADY,BDAP,FTDDAP,FTDDAPDY,STDDAP,STDDAPDY,TTDDAP,TTDDAPDY,BNPK,FTDNPK,FTDNPKDY,STDNPK,STDNPKDY,TTDNPK,TTDNPKDY,BNPKS,FTDNPKS,FTDNPKSDY,STDNPKS,STDNPKSDY,TTDNPKS,TTDNPKSDY,BOFERTAT,FTDOFERTAT,FTDOFERTDY,STDOFERTAT,STDOFERTDY,TTDOFERTAT,TTDOFERTDY,FourthTDUREA,FourthTDUREADY,yield_kg_ha,FGPRICE_quintal,Urea_price,CRARHA_riceonly,Total_landholding_ha,Largest_plot_leased_or_owned,SoilGrids_bdod,SoilGrids_cfvo,SoilGrids_clay,SoilGrids_nitrogen,SoilGrids_ocd,SoilGrids_phh2o,SoilGrids_sand,SoilGrids_silt,SoilGrids_soc,year,total_precip,num_dry_days,num_wet_days,avg_dspell_length,avg_wspell_length,monsoon_onset,monsoon_retreat,Nursery_duration,Crop_duration,Field_duration,TDATE_yday,Transplanting_year,Harvest_year,monsoon_length,P2O5_ha,K2O_ha,GYP_ha,BOR_ha,Zn_ha,Organic_ha,UREA_N,DAP_N,NPK_N,NPKS_N,OFERT_N,Total_N,N_kg_ha,PFPn,Nperc_pre_7_DAT,MaxUnsplit_Nperc_within_1_days,Nperc_7to30_DAT,SDATE_year,TDATE_year,HDATE_year
30,AP_1024,AP,AP,15.84,79.47,Kharif,0.202343133485765,female,1.0,OBC,0.40468626697153,5.0,0.0,5.0,0.0,25.0,2.0,2.0,3.0,80.0,no,2018-07-10,9.0,2018-08-11,11.0,2018-12-27,Improved,Line,Transplanted,75.0,1.0,11.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,10.0,1618.74506788612,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,20.0,25.0,50.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,25.0,20.0,0.0,,0,,0.0,0,,0,,0,,,,5189.205,3000.0,,0.4,,Owned,1.5,11.0,35.0,1.29999995231628,2.20000004768372,7.30000019073486,38.0,27.0,21.6000003814697,2018.0,569.135620117188,272.0,93.0,16.1538467407227,9.6666669845581,162.0,283.0,32.0,170.0,138.0,223.0,2018.0,2018.0,121.0,75.3670250000001,92.6643750000001,0.0,0.0,17.79156,8000.0,34.5,4.5,0.0,3.75,0.0,42.75,211.274775,24.5614035087719,37.4269005847953,37.4251966426186,35.672514619883,2018,2018.0,2018.0
31,AP_1025,AP,AP,14.62,76.97,Kharif,0.40468626697153,male,1.0,General,2.02343133485765,5.0,90.0,100.0,90.0,20.0,2.0,2.0,3.0,0.0,no,2018-07-01,0.0,2018-08-12,12.0,2018-11-29,Improved,Random,Transplanted,75.0,1.0,11.0,1.0,1.0,2.0,1.0,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2023.43133485765,0.15,0.15,0.0,0.0,0.0,0.0,45.0,45.0,30.0,0.0,,0.0,,50.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,50.0,30.0,0.0,,0,,0.0,0,,0,,0,,,,7413.15,1500.0,,2.0,,Owned,1.5,9.0,34.0,1.70000004768372,2.20000004768372,7.09999990463257,41.0,25.0,35.7000007629395,2018.0,286.554779052734,326.0,39.0,35.875,,132.0,290.0,42.0,151.0,109.0,224.0,2018.0,2018.0,158.0,75.3670250000001,92.6643750000001,0.0,0.0,0.0,5000.0,41.4,9.0,0.0,7.5,0.0,57.9,143.073795,51.8134715025906,51.2953367875648,51.2952074836625,48.7046632124352,2018,2018.0,2018.0
32,AP_1026,AP,AP,13.82,78.89,Rabi,0.151757350114324,male,2.0,OBC,1.61874506788612,4.0,70.0,100.0,40.0,24.0,3.0,3.0,3.0,0.0,no,2018-10-20,111.0,2018-10-20,81.0,2019-03-22,Improved,Random,Transplanted,60.0,1.0,10.0,1.0,1.0,1.0,,,20.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,75.0,25.0,75.0,50.0,0.0,,22.5,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,9225.25333333333,1520.0,,0.4,,Owned,1.39999997615814,11.0,33.0,1.5,2.40000009536743,7.09999990463257,41.0,26.0,22.2000007629395,2018.0,616.389099121094,271.0,94.0,15.0,7.5,157.0,290.0,0.0,153.0,153.0,293.0,2018.0,2019.0,133.0,68.2009799999999,118.6104,0.0,0.0,0.0,0.0,69.0,4.05,0.0,0.0,0.0,73.05,481.36054,19.1649555099247,5.5441478439425,47.2286324092956,47.2279260780287,2018,2018.0,2019.0
33,AP_1027,AP,AP,13.82,78.89,Rabi,0.101171566742883,male,2.0,General,2.02343133485765,9.0,75.0,60.0,40.0,24.0,2.0,3.0,2.0,0.0,no,2018-11-02,124.0,2018-11-02,94.0,2019-04-12,Improved,Random,Transplanted,60.0,1.0,7.0,1.0,1.0,2.0,,,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,30.0,20.0,30.0,20.0,55.0,0.0,,15.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,7907.36,1520.0,,0.6,,Owned,1.39999997615814,11.0,33.0,1.5,2.40000009536743,7.09999990463257,41.0,26.0,22.2000007629395,2018.0,616.389099121094,271.0,94.0,15.0,7.5,157.0,290.0,0.0,161.0,161.0,306.0,2018.0,2019.0,133.0,68.2009799999997,177.915599999999,0.0,0.0,0.0,0.0,32.2,2.7,0.0,0.0,0.0,34.9,344.958579999999,22.922636103152,47.2779369627507,47.2781398856641,26.3610315186246,2018,2018.0,2019.0
34,AP_1028,AP,AP,15.73,80.24,Rabi,0.202343133485765,male,2.0,OBC,2.02343133485765,4.0,35.0,50.0,15.0,2.0,2.0,2.0,3.0,20.0,no,2018-10-10,101.0,2018-11-10,102.0,2019-03-06,Improved,Line,Transplanted,75.0,1.0,15.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,5.0,2023.43133485765,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,7017.782,1050.0,,1.2,,Owned,1.39999997615814,5.0,31.0,1.70000004768372,2.90000009536743,7.09999990463257,36.0,33.0,32.7000007629395,2018.0,652.688903808594,278.0,87.0,17.8461532592773,9.6666669845581,180.0,290.0,31.0,147.0,116.0,314.0,2018.0,2019.0,110.0,56.8341500000001,74.1315000000001,0.0,0.0,8.89578000000001,10000.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,36.4102564102564,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2019.0
35,AP_1029,AP,AP,15.73,80.24,Rabi,0.202343133485765,male,2.0,OBC,0.809372533943061,4.0,5.0,60.0,10.0,2.0,2.0,2.0,3.0,20.0,no,2018-10-10,101.0,2018-11-11,103.0,2019-03-15,Improved,Line,Transplanted,75.0,1.0,15.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,0.0,3035.14700228648,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,6918.94,1050.0,,0.8,,Owned,1.39999997615814,5.0,31.0,1.70000004768372,2.90000009536743,7.09999990463257,36.0,33.0,32.7000007629395,2018.0,652.688903808594,278.0,87.0,17.8461532592773,9.6666669845581,180.0,290.0,32.0,156.0,124.0,315.0,2018.0,2019.0,110.0,56.8341500000001,74.1315000000001,0.0,0.0,0.0,15000.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,35.8974358974359,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2019.0
37,AP_1030,AP,AP,15.73,80.24,Rabi,0.202343133485765,male,2.0,OBC,0.809372533943061,4.0,10.0,40.0,10.0,2.0,2.0,2.0,3.0,20.0,no,2018-10-10,101.0,2018-11-12,104.0,2019-03-14,Improved,Line,Transplanted,75.0,1.0,14.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,5.0,3035.14700228648,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,6918.94,1050.0,,0.8,,Owned,1.39999997615814,5.0,31.0,1.70000004768372,2.90000009536743,7.09999990463257,36.0,33.0,32.7000007629395,2018.0,652.688903808594,278.0,87.0,17.8461532592773,9.6666669845581,180.0,290.0,33.0,155.0,122.0,316.0,2018.0,2019.0,110.0,56.8341500000001,74.1315000000001,0.0,0.0,8.89578000000001,15000.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,35.8974358974359,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2019.0
38,AP_1031,AP,AP,15.84,79.47,Kharif,0.121405880091459,male,3.0,SC,0.40468626697153,5.0,15.0,20.0,10.0,25.0,2.0,2.0,3.0,80.0,no,2018-07-14,13.0,2018-08-12,12.0,2018-12-22,Improved,Line,Transplanted,83.33333333,1.0,10.0,1.0,3.0,3.0,,,0.0,0.0,0.0,20.0,0.0,0.0,5.0,2063.8999615548,0.15,0.15,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,40.0,0.0,,20.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,20.0,20.0,0.0,,0,,0.0,0,,0,,0,,,,5765.78333333333,3000.0,,0.4,,Owned,1.5,11.0,35.0,1.29999995231628,2.20000004768372,7.30000019073486,38.0,27.0,21.6000003814697,2018.0,569.135620117188,272.0,93.0,16.1538467407227,9.6666669845581,162.0,283.0,29.0,161.0,132.0,224.0,2018.0,2018.0,121.0,100.489366666667,123.5525,0.0,0.0,14.8263,17000.0,27.6,3.6,0.0,3.0,0.0,34.2,281.6997,20.4678362573099,37.4269005847953,37.4263799357969,35.672514619883,2018,2018.0,2018.0
39,AP_1032,AP,AP,15.54,79.1,Kharif,0.202343133485765,male,1.0,OBC,0.202343133485765,6.0,0.0,100.0,0.0,20.0,2.0,2.0,3.0,60.0,no,2018-07-13,12.0,2018-08-12,12.0,2018-12-31,Improved,Line,Transplanted,75.0,1.0,10.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,10.0,2023.43133485765,0.15,0.15,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,50.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,5189.205,3000.0,,0.2,,Owned,1.39999997615814,9.0,34.0,1.29999995231628,2.29999995231628,7.09999990463257,37.0,29.0,33.5,2018.0,617.791442871094,267.0,98.0,19.0909099578857,8.0,159.0,289.0,30.0,171.0,141.0,224.0,2018.0,2018.0,130.0,56.8341500000001,74.1315000000001,0.0,0.0,17.79156,10000.0,23.0,4.5,0.0,0.0,0.0,27.5,135.90775,38.1818181818182,16.3636363636364,41.8151282763492,41.8181818181818,2018,2018.0,2018.0
40,AP_1033,AP,AP,15.51,79.53,Kharif,0.202343133485765,male,2.0,General,2.02343133485765,4.0,25.0,100.0,15.0,15.0,2.0,2.0,3.0,0.0,no,2018-07-12,11.0,2018-08-12,12.0,2018-12-31,Improved,Line,Transplanted,75.0,1.0,12.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,10.0,1011.71566742883,0.15,0.15,0.0,0.0,0.0,0.0,10.0,25.0,20.0,25.0,50.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,25.0,20.0,0.0,,0,,0.0,0,,0,,0,,,,5189.205,2000.0,,0.8,,Owned,1.29999995231628,12.0,31.0,2.0,2.29999995231628,7.09999990463257,42.0,27.0,41.7999992370605,2018.0,545.382202148438,268.0,97.0,21.3333339691162,10.0,162.0,289.0,31.0,172.0,141.0,224.0,2018.0,2018.0,127.0,75.3670250000001,92.6643750000001,0.0,0.0,17.79156,5000.00000000002,27.6,4.5,0.0,3.75,0.0,35.85,177.174285,29.2887029288703,25.3835425383543,42.5343892314847,42.5383542538354,2018,2018.0,2018.0
41,AP_1034,AP,AP,15.56,80.04,Kharif,0.121405880091459,male,4.0,General,1.21405880091459,4.0,10.0,100.0,10.0,15.0,2.0,2.0,3.0,0.0,no,2018-07-13,12.0,2018-08-13,13.0,2018-12-15,Improved,Line,Transplanted,83.33333333,1.0,13.0,1.0,3.0,3.0,,,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,30.0,0.0,,15.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,15.0,15.0,0.0,,0,,0.0,0,,0,,0,,,,6177.625,2000.0,,0.4,,Owned,1.39999997615814,6.0,36.0,1.5,2.70000004768372,7.30000019073486,33.0,31.0,39.5,2018.0,580.775207519531,282.0,83.0,15.0,11.5,178.0,291.0,31.0,155.0,124.0,225.0,2018.0,2018.0,113.0,75.3670250000001,92.6643750000001,0.0,0.0,14.8263,0.0,20.7,2.7,0.0,2.25,0.0,25.65,211.274775,29.2397660818713,37.4269005847953,37.4251966426186,62.5730994152047,2018,2018.0,2018.0
